comments,Label,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xd9\x85\xd9\x83\xd9\x86 \xd8\xa7\xd8\xaa\xd8\xb9\xd8\xb1\xd9\x81',0,,,,,,,,,,,,,,,,,,
b'0102 441 9838',0,,,,,,,,,,,,,,,,,,
b'Leo Slv Jmnz mira tan bonito',0,,,,,,,,,,,,,,,,,,
b'Jessica Wilson Cool. #Nature',0,,,,,,,,,,,,,,,,,,
b'Maggie Vabi Wandana Pitai chop soy \xf0\x9f\x98\x8d',0,,,,,,,,,,,,,,,,,,
b'Arik Pivko Loran Etrog Pifko Liar Etrog Pifko',0,,,,,,,,,,,,,,,,,,
b'Fabiana',0,,,,,,,,,,,,,,,,,,
b'Lotfi Essid',0,,,,,,,,,,,,,,,,,,
b'Chris Pollard Sedric Hadenough',0,,,,,,,,,,,,,,,,,,
b'Adri Pretorius',0,,,,,,,,,,,,,,,,,,
b'Mate Kri\xc5\xbeanac',0,,,,,,,,,,,,,,,,,,
b'Marco Segatto',0,,,,,,,,,,,,,,,,,,
b'Andrea Sheldon',0,,,,,,,,,,,,,,,,,,
b'Darlyn Ecleo',0,,,,,,,,,,,,,,,,,,
b'Robin Marx Kai Ebenh\xc3\xb6h',0,,,,,,,,,,,,,,,,,,
b'Jarob',0,,,,,,,,,,,,,,,,,,
b'Daniel Morris',0,,,,,,,,,,,,,,,,,,
b'https://www.facebook.com/T%C3%ABR%C3%A2-m%C3%ABR%C3%A2-R%C3%B4m%C3%A2%C3%91%C3%A7%C3%AB-Soniyeeee-107718163332747/\n\nLike this page',0,,,,,,,,,,,,,,,,,,
b'https://youtu.be/K7sWjtBg8tg',0,,,,,,,,,,,,,,,,,,
b'Sex',1,,,,,,,,,,,,,,,,,,
"b""These spiders aren't the only ones who use mating plugs. Find out how rats use 'chastity belts' in this Wild Sex episode: https://www.facebook.com/WildSex/videos/184490158772332/""",0,,,,,,,,,,,,,,,,,,
b'When the praying mantis pops up LOL!',0,,,,,,,,,,,,,,,,,,
"b""Uhhhhh the pedipalps aren't a spider's dicks. They're modified legs that usually act as mouth parts when they aren't mating, but happen to be able to administer sperm. Not that it's any less weird, but still.""",0,,,,,,,,,,,,,,,,,,
"b""The visual of the spiders sort of 'humping' was kind of hilarious. They don't actually mate like that. Since the palps are near the anterior portion of the body, the male usually approaches the female face-to-face and then tries to place his sperm packet in her genital opening with his palps. While not entirely accurate, it was super adorable!""",0,,,,,,,,,,,,,,,,,,
"b'ShouLin Johnson I know you hate spiders, but these are amusing. The praying mantis makes a cameo appearance too.'",0,,,,,,,,,,,,,,,,,,
"b""Except pedipalps aren't penises...Females have pedipalps too. They're like shorter legs (arms). Males just have modified ones to store and deposit sperm..""",0,,,,,,,,,,,,,,,,,,
"b'\xd7\x90\xd7\xaa\xd7\x9d \xd7\x94\xd7\x9e\xd7\x98\xd7\xa8\xd7\x94 \xd7\x94\xd7\x99\xd7\x97\xd7\x99\xd7\x93\xd7\x94 \xd7\x95\xd7\x94\xd7\x90\xd7\x95\xd7\x99\xd7\x91 \xd7\x94\xd7\x99\xd7\x97\xd7\x99\xd7\x93, \xd7\x90\xd7\xa0\xd7\x99 \xd7\x92\xd7\x93\xd7\x9c\xd7\xaa\xd7\x99 \xd7\xa2\xd7\x9c \xd7\x96\xd7\x94, \xd7\x95\xd7\x90\xd7\xaa\xd7\x94 \xd7\xaa\xd7\x9e\xd7\x99\xd7\x93 \xd7\x99\xd7\x94\xd7\x99\xd7\x94 \xd7\x94\xd7\x90\xd7\x95\xd7\x99\xd7\x91 \xd7\xa9\xd7\x9c\xd7\x99 \xd7\x95\xd7\xa9\xd7\x9c\xd7\x95\xd7\x9d \xd7\x9e\xd7\xa2\xd7\x95\xd7\x9c\xd7\x9d \xd7\x9c\xd7\x90 \xd7\x93\xd7\x97\xd7\x94 \xd7\x90\xd7\x99\xd7\xaa\xd7\x9a, \xd7\x94\xd7\xa7\xd7\xa9\xd7\xa8 \xd7\x94\xd7\x99\xd7\x97\xd7\x99\xd7\x93 \xd7\x91\xd7\x99\xd7\xa0\xd7\x99\xd7\xa0\xd7\x95 \xd7\x9c\xd7\x91\xd7\x99\xd7\xa0\xd7\x9a \xd7\x94\xd7\x95\xd7\x90 \xd7\x91\xd7\x9e\xd7\xa6\xd7\x91 \xd7\xa9\xd7\x9c \xd7\x9e\xd7\x9c\xd7\x97\xd7\x9e\xd7\x94 \xd7\x94\xd7\xaa\xd7\x9e\xd7\x99\xd7\x93\xd7\x99\xd7\xaa, \xd7\x99\xd7\x95\xd7\x9d \xd7\x90\xd7\x97\xd7\x93 \xd7\xa0\xd7\xa4\xd7\x92\xd7\xa9 \xd7\x91\xd7\xa9\xd7\x93\xd7\x94 \xd7\x94\xd7\xa7\xd7\xa8\xd7\x91\n\xd8\xb9\xd8\xaf\xd9\x88\xd9\x8a \xd8\xa7\xd9\x84\xd8\xa5\xd8\xb3\xd8\xb1\xd8\xa7\xd8\xa6\xd9\x8a\xd9\x84\xd9\x8a \xd8\x8c \xd8\xa3\xd9\x86\xd8\xaa \xd9\x87\xd8\xaf\xd9\x81\xd9\x8a \xd8\xa7\xd9\x84\xd9\x88\xd8\xad\xd9\x8a\xd8\xaf \xd9\x88 \xd8\xb9\xd8\xaf\xd9\x88\xd9\x8a \xd8\xa7\xd9\x84\xd9\x88\xd8\xad\xd9\x8a\xd8\xaf \xd8\x8c \xd8\xaa\xd8\xb1\xd8\xa8\xd9\x8a\xd8\xaa \xd8\xb9\xd9\x84\xd9\x89 \xd8\xb0\xd9\x84\xd9\x83 \xd8\x8c \xd9\x88 \xd8\xb3\xd8\xaa\xd9\x83\xd9\x88\xd9\x86 \xd8\xa3\xd9\x86\xd8\xaa \xd8\xaf\xd8\xa7\xd8\xa6\xd9\x85\xd8\xa7\xd9\x8b \xd9\x88 \xd8\xa3\xd8\xa8\xd8\xaf\xd8\xa7\xd9\x8b \xd8\xb9\xd8\xaf\xd9\x88\xd9\x8a \xd8\x8c \xd8\xa7\xd9\x84\xd8\xb3\xd9\x84\xd8\xa7\xd9\x85 \xd9\x85\xd8\xb1\xd9\x81\xd9\x88\xd8\xb6 \xd9\x85\xd8\xb9\xd9\x83\xd9\x85 \xd8\x8c \xd8\xa7\xd9\x84\xd8\xb9\xd9\x84\xd8\xa7\xd9\x82\xd8\xa9 \xd8\xa7\xd9\x84\xd9\x88\xd8\xad\xd9\x8a\xd8\xaf\xd8\xa9 \xd8\xa8\xd9\x8a\xd9\x86\xd9\x86\xd8\xa7 \xd9\x88 \xd8\xa8\xd9\x8a\xd9\x86\xd9\x83\xd9\x85 \xd9\x87\xd9\x8a \xd8\xad\xd8\xa7\xd9\x84\xd8\xa9 \xd8\xa7\xd9\x84\xd8\xad\xd8\xb1\xd8\xa8 \xd8\xa7\xd9\x84\xd8\xaf\xd8\xa7\xd8\xa6\xd9\x85\xd8\xa9 \xd8\x8c \xd9\x8a\xd9\x88\xd9\x85\xd8\xa7 \xd9\x85\xd8\xa7 \xd8\xb3\xd9\x88\xd9\x81 \xd9\x86\xd9\x84\xd8\xaa\xd9\x82\xd9\x8a \xd8\xb9\xd9\x84\xd9\x89 \xd8\xa3\xd8\xb1\xd8\xb6 \xd8\xa7\xd9\x84\xd9\x85\xd8\xb9\xd8\xb1\xd9\x83\xd8\xa9\nIsraeli enemy, you are the only goal and the only enemy, I grew up on it, and you will always be my enemy and never rejected peace with you, the only relationship between us and you is a state of permanent war, someday will meet on the battle\n\xd8\xa7\xd9\x84\xd9\x82\xd8\xaf\xd8\xb3  \xd9\x81\xd9\x84\xd8\xb3\xd8\xb7\xd9\x8a\xd9\x86\xd9\x8a\xd9\x87 \xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd9\x87'",0,,,,,,,,,,,,,,,,,,
"b""Spiders don't hump, and their pedipalps are not penises, they are modified legs.""",0,,,,,,,,,,,,,,,,,,
"b""Well, it's good to learn something new every day!""",0,,,,,,,,,,,,,,,,,,
"b""I got a notice for the new episode in my notifications tab, and I don't even follow this page lol""",0,,,,,,,,,,,,,,,,,,
b'I call myself spider when its time too lay it down i will get creepy and crawly up in it \xf0\x9f\x98\x8e\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbe\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f lmao',0,,,,,,,,,,,,,,,,,,
b'These are the most interesting videos keep it up',0,,,,,,,,,,,,,,,,,,
"b""So... I didn't realize you guys weren't on youtube...""",0,,,,,,,,,,,,,,,,,,
"b""We know this about spiders...but can't find a cure for common stupidity??""",0,,,,,,,,,,,,,,,,,,
"b'\xf0\x9f\x98\x82 wait a minute, they\xe2\x80\x99re having more fun than I do! \xf0\x9f\x95\xb7'",0,,,,,,,,,,,,,,,,,,
"b""Guinea pigs use these too.  It's why the term Boar Glue exists.  XD""",0,,,,,,,,,,,,,,,,,,
b'This turned interesting. ..wow I think of what the pig see in charlets Web..',0,,,,,,,,,,,,,,,,,,
b'I knew orb weaver spiders were my fav \xf0\x9f\xa4\xa3',0,,,,,,,,,,,,,,,,,,
b'My personality is used much in the same way. \xf0\x9f\x98\x8e',0,,,,,,,,,,,,,,,,,,
b'Britt they even work together',0,,,,,,,,,,,,,,,,,,
"b""Matthew Alden Lyons you should watch all of these, they're pretty cool!""",0,,,,,,,,,,,,,,,,,,
b'Damn \xf0\x9f\xa4\x94 even spiders are friendzoned. Then who am I??',0,,,,,,,,,,,,,,,,,,
b'Decussting dont no how I got this site now deleting',0,,,,,,,,,,,,,,,,,,
b'Stephen wtf did i just watch hahahahaha',0,,,,,,,,,,,,,,,,,,
b'\xf0\x9f\x98\xb5',0,,,,,,,,,,,,,,,,,,
"b'Well, I learned something today.'",0,,,,,,,,,,,,,,,,,,
b'Liam Hannon interesting videos! \xe2\x80\x98Think of it as a two part epoxy\xe2\x80\x99 \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'How do I get rid of that??',0,,,,,,,,,,,,,,,,,,
"b""I don't like this vedio or photos scandal""",0,,,,,,,,,,,,,,,,,,
b'I dont like this...',0,,,,,,,,,,,,,,,,,,
b'do marry me only for sex\ncooking\nwashing\nand giving of birth .....which....',1,,,,,,,,,,,,,,,,,,
b'Video nice',0,,,,,,,,,,,,,,,,,,
b'nice',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'nice',0,,,,,,,,,,,,,,,,,,
b'Nice movie spider',0,,,,,,,,,,,,,,,,,,
b'Video sex',1,,,,,,,,,,,,,,,,,,
b'Follow me please \xe2\x9d\xa4',0,,,,,,,,,,,,,,,,,,
b'Amazing.',0,,,,,,,,,,,,,,,,,,
b'Who wants to have sex',1,,,,,,,,,,,,,,,,,,
b'This turned interesting.',0,,,,,,,,,,,,,,,,,,
b'I dont like!!!!!',0,,,,,,,,,,,,,,,,,,
b'I adore your videos so much.',0,,,,,,,,,,,,,,,,,,
b'\xd8\xa7\xd8\xa8\xd8\xb9\xd8\xaa\xd9\x88\xd8\xa7\xd9\x84\xd9\x8a \xd8\xa7\xd8\xaf\xd8\xaf',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Ooh sheet',0,,,,,,,,,,,,,,,,,,
b'sex video',1,,,,,,,,,,,,,,,,,,
b'\xd8\xb9\xd9\x82\xd8\xac\xd8\xb2\xd9\x89 \xd8\xa7\xd9\x84\xd8\xa7\xd9\x84\xd9\x83 \xd9\x89\xd8\xb8\xd9\x84\xd8\xb4\xd9\x86\xd9\x8a',0,,,,,,,,,,,,,,,,,,
b'Am looking a hot boy',0,,,,,,,,,,,,,,,,,,
b'I like to',0,,,,,,,,,,,,,,,,,,
b'Sexy baby call me ?',1,,,,,,,,,,,,,,,,,,
b'lol...',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
"b'Tyler Hart ^_~ plug me up, baby'",0,,,,,,,,,,,,,,,,,,
"b""I don't want to see it""",0,,,,,,,,,,,,,,,,,,
b'I love sex like I love me',1,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xd8\xad\xd8\xaa\xd8\xa7\xd8\xac \xd8\xb5\xd8\xaf\xd9\x8a\xd9\x82\xd8\xa9 \xd8\xb9 \xd8\xa7\xd9\x84\xd8\xae\xd8\xa7\xd8\xb5',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Bb',0,,,,,,,,,,,,,,,,,,
b'Ooh sheet',0,,,,,,,,,,,,,,,,,,
b'I #do.like',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'sex video',1,,,,,,,,,,,,,,,,,,
b'\xd8\xb9\xd8\xa8\xd8\xaf\xd8\xa7\xd9\x84\xd9\x84\xd9\x87 \xd8\xa7\xd8\xad\xd9\x85\xd8\xaf \xd8\xa7\xd9\x84\xd8\xb9\xd8\xab\xd9\x85\xd8\xa7\xd9\x86 \xd8\xaa\xd8\xb9\xd8\xa7\xd9\x84 \xd8\xb4\xd9\x88\xd9\x81 \xd8\xb4\xd9\x84\xd9\x88\xd9\x86 \xd9\x8a\xd8\xaa\xd8\xb2\xd8\xa7\xd9\x88\xd8\xac\xd9\x86 \xd8\xa7\xd9\x84\xd8\xb9\xd9\x86\xd8\xa7\xd9\x83\xd8\xa8',0,,,,,,,,,,,,,,,,,,
b'@meraykal add me',0,,,,,,,,,,,,,,,,,,
b'https://madamejs.com/',0,,,,,,,,,,,,,,,,,,
b'Video call',0,,,,,,,,,,,,,,,,,,
b'VERRGOOD',0,,,,,,,,,,,,,,,,,,
b'I love it',0,,,,,,,,,,,,,,,,,,
b'\xd9\x88\xd9\x8a\xd9\x86 \xd8\xa8\xd9\x86\xd8\xa7\xd8\xaa \xd8\xa7\xd9\x84\xd8\xa7\xd9\x85\xd9\x87 \xd8\xa7\xd9\x84\xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd9\x87 \xd9\x87\xd9\x84 \xd9\x8a\xd9\x88\xd8\xac\xd8\xaf \xd8\xb9\xd8\xb1\xd8\xa8\xd9\x8a\xd9\x87 \xd9\x87\xd9\x86\xd8\xa7 \xd9\x84\xd9\x84\xd8\xaa\xd8\xb9\xd8\xa7\xd8\xb1\xd9\x81 \xd8\xaa\xd9\x83\xd9\x88\xd9\x86 \xd9\x81\xd9\x8a \xd9\x83\xd9\x86\xd8\xaf\xd8\xa7',0,,,,,,,,,,,,,,,,,,
b'hi',0,,,,,,,,,,,,,,,,,,
b'On ve vrai film',0,,,,,,,,,,,,,,,,,,
b'Kph',0,,,,,,,,,,,,,,,,,,
b'Take it off my phone',0,,,,,,,,,,,,,,,,,,
b'\xd9\x85\xd9\x85\xd9\x83\xd9\x86 \xd9\x85\xd8\xb7\xd9\x84\xd9\x82\xd9\x87 \xd9\x84\xd8\xb9\xd9\x84\xd8\xa7\xd9\x82\xd9\x87 \xd8\xac\xd8\xa7\xd8\xaf\xd9\x87 \xd8\xaa\xd9\x83\xd9\x88\xd9\x86 \xd9\x81\xd9\x8a \xd9\x83\xd9\x86\xd8\xaf\xd8\xa7',0,,,,,,,,,,,,,,,,,,
b'hiii',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd9\x83\xd8\xb3',0,,,,,,,,,,,,,,,,,,
b'\xd8\xaa\xd9\x85',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd9\x83\xd8\xb3',0,,,,,,,,,,,,,,,,,,
b'Xxx',1,,,,,,,,,,,,,,,,,,
b'Gf',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb1\xd8\xb6\xd8\xa7',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'Play the ducking video',0,,,,,,,,,,,,,,,,,,
b'01123024258',0,,,,,,,,,,,,,,,,,,
b'Cholitas haciendo sexo con pollera larga',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd9\x83\xd8\xb3 \xd9\x85\xd8\xae\xd8\xa7\xd8\xb1\xd9\x85',0,,,,,,,,,,,,,,,,,,
b'VIDEO',0,,,,,,,,,,,,,,,,,,
b'Diana soberre',0,,,,,,,,,,,,,,,,,,
b'sexvideo',1,,,,,,,,,,,,,,,,,,
b'Ugh sex please',1,,,,,,,,,,,,,,,,,,
b'Move whatsap yu 087896495342',0,,,,,,,,,,,,,,,,,,
b'01148162881',0,,,,,,,,,,,,,,,,,,
b'A\xc5\x9fk sayfas\xc4\xb1',0,,,,,,,,,,,,,,,,,,
b'TO PLY',0,,,,,,,,,,,,,,,,,,
b'Print',0,,,,,,,,,,,,,,,,,,
b'Semomo moshidi',0,,,,,,,,,,,,,,,,,,
b'I like it',0,,,,,,,,,,,,,,,,,,
b'xx sex googl',1,,,,,,,,,,,,,,,,,,
b'SAND ME YOUR POENS VEDIO',0,,,,,,,,,,,,,,,,,,
b'pooioooooi',0,,,,,,,,,,,,,,,,,,
b'i it',0,,,,,,,,,,,,,,,,,,
b'..',0,,,,,,,,,,,,,,,,,,
b'E',0,,,,,,,,,,,,,,,,,,
b'hae',0,,,,,,,,,,,,,,,,,,
b'X',0,,,,,,,,,,,,,,,,,,
b'Love',0,,,,,,,,,,,,,,,,,,
b'\xd8\xaa\xd9\x85',0,,,,,,,,,,,,,,,,,,
b'Pone',0,,,,,,,,,,,,,,,,,,
b'Yes',0,,,,,,,,,,,,,,,,,,
b'Hy',0,,,,,,,,,,,,,,,,,,
b'Hy',0,,,,,,,,,,,,,,,,,,
b'Nice',0,,,,,,,,,,,,,,,,,,
b'Yaaa',0,,,,,,,,,,,,,,,,,,
b'pwedi manoud',0,,,,,,,,,,,,,,,,,,
b'PLPTWIFI76767',0,,,,,,,,,,,,,,,,,,
b'\xd8\xa7\xd9\x84\xd9\x84\xd9\x8a \xd8\xb9\xd8\xa7\xd9\x8a\xd8\xb2\xd9\x87 \xd8\xaa\xd9\x8a\xd8\xac\xd9\x8a \xd9\x85\xd8\xb4 \xd9\x87\xd9\x82\xd9\x88\xd9\x84 \xd8\xa3\xd9\x83\xd8\xaa\xd8\xb1 \xd9\x85\xd9\x86 \xd9\x83\xd8\xaf\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb9',0,,,,,,,,,,,,,,,,,,
b'Wah',0,,,,,,,,,,,,,,,,,,
b'05531880659',0,,,,,,,,,,,,,,,,,,
b'Sex is very good',1,,,,,,,,,,,,,,,,,,
b'libog',0,,,,,,,,,,,,,,,,,,
b'13',0,,,,,,,,,,,,,,,,,,
b'Sohbet etmek isteyen bayanlar msj atabilir ekleyebilir',0,,,,,,,,,,,,,,,,,,
b'\xd9\x8a\xd8\xa7\xd8\xb1\xd8\xa8 \xd8\xb3\xd8\xaa\xd8\xb1\xd9\x83 \xd9\x88\xd8\xb1\xd8\xb6\xd8\xa7\xd9\x83',0,,,,,,,,,,,,,,,,,,
b'Holle',0,,,,,,,,,,,,,,,,,,
b'yew',0,,,,,,,,,,,,,,,,,,
b'Uk',0,,,,,,,,,,,,,,,,,,
b'Uk',0,,,,,,,,,,,,,,,,,,
b'Donload sex',1,,,,,,,,,,,,,,,,,,
b'Nono',0,,,,,,,,,,,,,,,,,,
b'oke',0,,,,,,,,,,,,,,,,,,
b'Good job',0,,,,,,,,,,,,,,,,,,
b'Sex is good',1,,,,,,,,,,,,,,,,,,
b'sex movie',1,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'vidio sex jepang selingku',1,,,,,,,,,,,,,,,,,,
b'vidio sex jepang selingku',1,,,,,,,,,,,,,,,,,,
b'Try with somebody',0,,,,,,,,,,,,,,,,,,
b'Ngsacela ningbhebhise',0,,,,,,,,,,,,,,,,,,
b'Sex is good',1,,,,,,,,,,,,,,,,,,
b'sex of 2017',1,,,,,,,,,,,,,,,,,,
b'I lov sex',1,,,,,,,,,,,,,,,,,,
b'I lov sex',1,,,,,,,,,,,,,,,,,,
b'NGONO',0,,,,,,,,,,,,,,,,,,
b'\xd8\xad\xd8\xa8\xd9\x89 \xd9\x84\xd8\xb1\xd8\xa8\xd9\x89 \xd9\x8a\xd9\x83\xd9\x81\xd9\x8a\xd9\x86\xd9\x89',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'',0,,,,,,,,,,,,,,,,,,
b'2017',0,,,,,,,,,,,,,,,,,,
b'YA',0,,,,,,,,,,,,,,,,,,
b'sex vedio',1,,,,,,,,,,,,,,,,,,
b'HI',0,,,,,,,,,,,,,,,,,,
b'I LIKE DIS VIDEO',0,,,,,,,,,,,,,,,,,,
b'that is new',0,,,,,,,,,,,,,,,,,,
b'very good',0,,,,,,,,,,,,,,,,,,
b'Games',0,,,,,,,,,,,,,,,,,,
b'Games',0,,,,,,,,,,,,,,,,,,
b'Sexy',1,,,,,,,,,,,,,,,,,,
b'Donload sex',1,,,,,,,,,,,,,,,,,,
b'Hahahahahahah',0,,,,,,,,,,,,,,,,,,
b'Xbjdh',0,,,,,,,,,,,,,,,,,,
b'I will see this movies',0,,,,,,,,,,,,,,,,,,
"b""Nani Schneider isn't nature lovely""",0,,,,,,,,,,,,,,,,,,
b'Put people not mice',0,,,,,,,,,,,,,,,,,,
b'\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'faka sex plz',0,,,,,,,,,,,,,,,,,,
b'SEX VIEDO',1,,,,,,,,,,,,,,,,,,
b'Nice',0,,,,,,,,,,,,,,,,,,
b'Gabriella Figueroa OMG U GONNA LAUGH',0,,,,,,,,,,,,,,,,,,
b'Dion Anthony Mosley love this show',0,,,,,,,,,,,,,,,,,,
b'hmmmmmm',0,,,,,,,,,,,,,,,,,,
b'Diego \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Rachel Dawn Bolton\nplug ur self up',0,,,,,,,,,,,,,,,,,,
b'Lucy Lily Mcallister wtf ahahah',0,,,,,,,,,,,,,,,,,,
b'Byron Scott \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',0,,,,,,,,,,,,,,,,,,
b'Nicole Law lol',0,,,,,,,,,,,,,,,,,,
b'Angeliki Likoudi',0,,,,,,,,,,,,,,,,,,
b'Morbid Kobi',0,,,,,,,,,,,,,,,,,,
b'Kimberly lol',0,,,,,,,,,,,,,,,,,,
b'Bridget Simpkins',0,,,,,,,,,,,,,,,,,,
b'Katokwe Zenzele Neru Amenta Spiders xD',0,,,,,,,,,,,,,,,,,,
b'Erica Sanchez \xf0\x9f\x98\x82',0,,,,,,,,,,,,,,,,,,
b'Gatita',0,,,,,,,,,,,,,,,,,,
b'Karen Hansen Rohr lol',0,,,,,,,,,,,,,,,,,,
b'Elise Christopher',0,,,,,,,,,,,,,,,,,,
b'Hannah Weisman',0,,,,,,,,,,,,,,,,,,
b'Anika B.Seraj',0,,,,,,,,,,,,,,,,,,
b'Jose Mares',0,,,,,,,,,,,,,,,,,,
b'Andrea Sheldon',0,,,,,,,,,,,,,,,,,,
b'Jo Diocares',0,,,,,,,,,,,,,,,,,,
b'Rommel Agee',0,,,,,,,,,,,,,,,,,,
b'Courtney Neisendorf',0,,,,,,,,,,,,,,,,,,
b'Amanda Patterson',0,,,,,,,,,,,,,,,,,,
b'Suchithra Priya',0,,,,,,,,,,,,,,,,,,
b'Alex Andrion',0,,,,,,,,,,,,,,,,,,
b'Carly',0,,,,,,,,,,,,,,,,,,
b'Brandne Yanez',0,,,,,,,,,,,,,,,,,,
b'Marli Berggoetz',0,,,,,,,,,,,,,,,,,,
b'Priyadarshani Saitawdekar',0,,,,,,,,,,,,,,,,,,
b'Carlos Macias',0,,,,,,,,,,,,,,,,,,
b'Jack Meaden',0,,,,,,,,,,,,,,,,,,
b'Devon Wilson',0,,,,,,,,,,,,,,,,,,
b'https://www.youtube.com/channel/UC6d-ExuX3QYw_J8g1vfzEkg',0,,,,,,,,,,,,,,,,,,
b'\xd8\xb3\xd9\x8a\xd9\x81\xd9\x88 \xd8\xac\xd9\x88\xd9\x8a\xd9\x87',0,,,,,,,,,,,,,,,,,,
b'https://zoom.us/j/3633498261',0,,,,,,,,,,,,,,,,,,
b'Esther Munch',0,,,,,,,,,,,,,,,,,,
b'Netta Grundy',0,,,,,,,,,,,,,,,,,,
b'https://www.youtube.com/watch?v=23RN3qMel58&t=22s',0,,,,,,,,,,,,,,,,,,
b'https://www.facebook.com/%D8%A7%D9%84%D8%B4%D9%8A%D8%AE-%D8%A3%D8%A8%D9%88-%D8%A3%D9%86%D8%B3-%D8%A7%D9%84%D8%B1%D9%88%D8%AD%D8%A7%D9%86%D9%8A-1740427332642586/',0,,,,,,,,,,,,,,,,,,
b'https://m.facebook.com/ahmet.ersoy.182940?ref=bookmarks#!/story.php?story_fbid=547486488928844&id=100010024920189&refid=17&ref=bookmarks&_ft_=top_level_post_id.547486488928844%3Atl_objid.547486488928844%3Athrowback_story_fbid.547486488928844%3Athid.100010024920189%3A306061129499414%3A2%3A0%3A1514793599%3A-5371523570331705522&__tn__=%2As%2As-R',0,,,,,,,,,,,,,,,,,,
b'https://youtu.be/zBYc_Jn2TBQ',0,,,,,,,,,,,,,,,,,,
b'https://m.facebook.com/ahmet.ersoy.182940?ref=bookmarks#!/story.php?story_fbid=547486488928844&id=100010024920189&refid=17&ref=bookmarks&_ft_=top_level_post_id.547486488928844%3Atl_objid.547486488928844%3Athrowback_story_fbid.547486488928844%3Athid.100010024920189%3A306061129499414%3A2%3A0%3A1514793599%3A-5371523570331705522&__tn__=%2As%2As-R',0,,,,,,,,,,,,,,,,,,
b'Add me girls..for sex',1,,,,,,,,,,,,,,,,,,
b'Ugh!! add me! Girls only videocall? And chat..',1,,,,,,,,,,,,,,,,,,
b'Add me gals',0,,,,,,,,,,,,,,,,,,
b'If any girl want sex chat with me then message me or add me',1,,,,,,,,,,,,,,,,,,
b'Any girl want sex chat add me fast im waiting baby',1,,,,,,,,,,,,,,,,,,
b'Add me friends..........https://www.facebook.com/nishi.rani.75',0,,,,,,,,,,,,,,,,,,
b'Humansex',1,,,,,,,,,,,,,,,,,,
b'Humansex',1,,,,,,,,,,,,,,,,,,
b'Unwanted acts of sex?... so male spiders can and/or will rape a female spider?',0,,,,,,,,,,,,,,,,,,
b'Any sexy woman live vedio sex chat her',1,,,,,,,,,,,,,,,,,,
b'U ar sex',1,,,,,,,,,,,,,,,,,,
b'rats also produce these plugs',0,,,,,,,,,,,,,,,,,,
b'sex',1,,,,,,,,,,,,,,,,,,
b'Messenger sex',1,,,,,,,,,,,,,,,,,,
b'SEX',1,,,,,,,,,,,,,,,,,,
b'SEX',1,,,,,,,,,,,,,,,,,,
b'sex',1,,,,,,,,,,,,,,,,,,
b'sex',1,,,,,,,,,,,,,,,,,,
b'sex',1,,,,,,,,,,,,,,,,,,
b'Sex',1,,,,,,,,,,,,,,,,,,
